,age,workclass,education,education-num,marital-status,occupation,relationship,ethnicity,gender,capital-gain,capital-loss,hours-per-week,loan
7220,27, Private, Doctorate,16, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, <=50K
7221,22, Private, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, <=50K
7222,29, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, >50K
7223,52, Private, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,1762,40, <=50K
7224,32, Private, Assoc-voc,11, Divorced, Craft-repair, Own-child, White, Male,0,0,46, <=50K
7225,23, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, <=50K
7226,27, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, <=50K
7227,53, Private, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, <=50K
7228,18, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, <=50K
7229,41, Private, Bachelors,13, Separated, Sales, Unmarried, White, Female,0,0,30, <=50K
7230,27, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, <=50K
7231,30, Private, Some-college,10, Divorced, Sales, Own-child, White, Male,0,0,40, <=50K
7232,41, Private, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,0,0,40, <=50K
7233,21, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, <=50K
7234,58, State-gov, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,40, <=50K
7235,45, State-gov, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, <=50K
7236,40, Private, 10th,6, Divorced, Transport-moving, Own-child, White, Male,0,0,40, <=50K
7237,21, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
7238,29, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Other, Female,0,1590,40, <=50K
7239,50, Private, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, <=50K
7240,26, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7241,23, Private, HS-grad,9, Separated, Handlers-cleaners, Other-relative, White, Female,0,0,40, <=50K
7242,27, Private, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,40, <=50K
7243,36, Local-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, <=50K
7244,22, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, <=50K
7245,37, Federal-gov, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, <=50K
7246,54, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, <=50K
7247,36, Private, HS-grad,9, Divorced, Farming-fishing, Unmarried, White, Male,0,0,50, <=50K
7248,44, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, <=50K
7249,38, Private, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, >50K
7250,49, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, <=50K
7251,18, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, <=50K
7252,26, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,48, <=50K
7253,48, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, >50K
7254,32, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, <=50K
7255,35, State-gov, HS-grad,9, Never-married, Tech-support, Own-child, White, Male,0,0,40, <=50K
7256,40, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, <=50K
7257,40, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,40, <=50K
7258,42, State-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,72, >50K
7259,30, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, <=50K
7260,19, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, <=50K
7261,36, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, >50K
7262,31, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, <=50K
7263,50, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, <=50K
7264,38, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, <=50K
7265,35, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, >50K
7266,45, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, >50K
7267,29, Private, 10th,6, Separated, Sales, Unmarried, White, Female,0,0,40, <=50K
7268,41, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,46, >50K
7269,33, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, >50K
7270,49, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,60, <=50K
7271,28, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, >50K
7272,49, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,15024,0,40, >50K
7273,27, Private, HS-grad,9, Separated, Machine-op-inspct, Own-child, White, Female,0,0,40, <=50K
7274,47, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,2885,0,32, <=50K
7275,42, State-gov, Doctorate,16, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, >50K
7276,30, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, <=50K
7277,37, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7278,37, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, <=50K
7279,51, Private, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, Black, Female,0,0,38, <=50K
7280,27, Federal-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, <=50K
7281,53, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, <=50K
7282,45, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, <=50K
7283,37, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, <=50K
7284,40, Federal-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, <=50K
7285,54, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, >50K
7286,47, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, >50K
7287,35, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, >50K
7288,33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, <=50K
7289,28, Local-gov, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, <=50K
7290,39, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,55, >50K
7291,25, ?, HS-grad,9, Never-married, ?, Own-child, White, Male,0,1602,40, <=50K
7292,33, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, <=50K
7293,34, Private, 11th,7, Never-married, Other-service, Not-in-family, White, Female,0,0,40, <=50K
7294,53, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, >50K
7295,21, Private, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, <=50K
7296,31, State-gov, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,55, >50K
7297,63, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, <=50K
7298,21, Self-emp-not-inc, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, <=50K
7299,59, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
7300,50, Private, 1st-4th,2, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, <=50K
7301,66, ?, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,20, <=50K
7302,19, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,30, <=50K
7303,31, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, <=50K
7304,23, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, <=50K
7305,45, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, >50K
7306,35, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, <=50K
7307,32, Private, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,40, <=50K
7308,20, Private, 7th-8th,4, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,60, <=50K
7309,38, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, >50K
7310,49, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,8, <=50K
7311,64, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, <=50K
7312,60, Local-gov, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, <=50K
7313,25, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, <=50K
7314,21, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, <=50K
7315,26, Private, HS-grad,9, Never-married, Priv-house-serv, Other-relative, White, Female,0,1602,15, <=50K
7316,23, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, <=50K
7317,67, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, >50K
7318,24, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,30, <=50K
7319,46, Private, 1st-4th,2, Separated, Machine-op-inspct, Own-child, White, Female,0,0,40, <=50K
7320,38, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, <=50K
7321,20, Private, 7th-8th,4, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, <=50K
7322,28, ?, Some-college,10, Never-married, ?, Other-relative, White, Female,0,0,40, <=50K
7323,26, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, <=50K
7324,58, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, <=50K
7325,31, State-gov, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, <=50K
7326,37, State-gov, Assoc-acdm,12, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,38, <=50K
7327,53, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, >50K
7328,45, Private, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, <=50K
7329,33, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, <=50K
7330,33, State-gov, Masters,14, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, <=50K
7331,35, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,25, <=50K
7332,60, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, <=50K
7333,21, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, <=50K
7334,38, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, <=50K
7335,40, Private, Assoc-voc,11, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, <=50K
7336,40, Private, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, >50K
7337,44, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, >50K
7338,27, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, <=50K
7339,34, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, >50K
7340,20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,25, <=50K
7341,49, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, <=50K
7342,37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, >50K
7343,52, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, >50K
7344,46, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, <=50K
7345,20, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, <=50K
7346,43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7347,46, Local-gov, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,99999,0,40, >50K
7348,25, State-gov, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15, <=50K
7349,48, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, <=50K
7350,36, Local-gov, Some-college,10, Divorced, Protective-serv, Unmarried, White, Male,0,0,55, <=50K
7351,37, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,14344,0,40, >50K
7352,18, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,60, <=50K
7353,42, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, >50K
7354,60, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,24, <=50K
7355,37, Self-emp-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, >50K
7356,44, Local-gov, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, Black, Male,0,0,40, <=50K
7357,32, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7358,29, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, <=50K
7359,42, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, >50K
7360,17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, <=50K
7361,41, Private, 12th,8, Married-civ-spouse, Other-service, Wife, White, Female,0,0,10, <=50K
7362,34, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1887,40, >50K
7363,56, Private, 10th,6, Separated, Other-service, Unmarried, White, Female,0,0,32, <=50K
7364,28, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, <=50K
7365,28, Self-emp-not-inc, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,40, <=50K
7366,19, Private, 7th-8th,4, Never-married, Transport-moving, Unmarried, White, Male,0,0,25, <=50K
7367,49, Federal-gov, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, >50K
7368,36, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,50, <=50K
7369,25, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, <=50K
7370,42, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, <=50K
7371,47, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, >50K
7372,26, Private, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, <=50K
7373,35, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,58, <=50K
7374,37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, <=50K
7375,39, Local-gov, HS-grad,9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,4650,0,48, <=50K
7376,42, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, >50K
7377,41, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,36, >50K
7378,23, Private, Some-college,10, Divorced, Other-service, Own-child, White, Female,0,0,24, <=50K
7379,31, Federal-gov, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, <=50K
7380,36, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,57, >50K
7381,20, Private, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Female,0,0,25, <=50K
7382,36, Private, Some-college,10, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,45, <=50K
7383,50, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, >50K
7384,37, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, <=50K
7385,25, Private, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Male,27828,0,50, >50K
7386,39, Private, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,60, <=50K
7387,32, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, <=50K
7388,59, Private, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, <=50K
7389,29, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,45, <=50K
7390,50, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, <=50K
7391,42, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, <=50K
7392,32, Private, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, <=50K
7393,48, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, >50K
7394,20, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3781,0,35, <=50K
7395,50, Self-emp-not-inc, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, <=50K
7396,18, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, <=50K
7397,60, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, <=50K
7398,60, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, <=50K
7399,42, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,22, <=50K
7400,49, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,35, <=50K
7401,35, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, <=50K
7402,30, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, <=50K
7403,59, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, >50K
7404,24, Self-emp-inc, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,13550,0,50, >50K
7405,55, Private, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, <=50K
7406,19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, <=50K
7407,39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
7408,48, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, <=50K
7409,44, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, >50K
7410,21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, <=50K
7411,23, Private, Bachelors,13, Never-married, Tech-support, Own-child, Black, Male,0,0,40, <=50K
7412,22, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, <=50K
7413,55, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, >50K
7414,19, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, <=50K
7415,23, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, <=50K
7416,46, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,44, >50K
7417,23, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,23, <=50K
7418,47, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, >50K
7419,23, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, <=50K
7420,42, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, >50K
7421,22, State-gov, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, <=50K
7422,18, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, <=50K
7423,37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, >50K
7424,34, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, <=50K
7425,30, Private, Assoc-acdm,12, Separated, Other-service, Unmarried, White, Female,0,0,40, <=50K
7426,62, Self-emp-not-inc, Some-college,10, Widowed, Farming-fishing, Unmarried, White, Female,0,0,50, <=50K
7427,51, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, <=50K
7428,34, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,30, <=50K
7429,28, Self-emp-not-inc, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, <=50K
7430,56, Private, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, <=50K
7431,46, Private, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,30, <=50K
7432,46, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,45, >50K
7433,23, Local-gov, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,40, <=50K
7434,33, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,30, <=50K
7435,27, Private, HS-grad,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, <=50K
7436,21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, <=50K
7437,18, ?, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,60, <=50K
7438,36, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, >50K
7439,37, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,36, <=50K
7440,39, Local-gov, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, <=50K
7441,36, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,60, >50K
7442,24, Private, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,2354,0,40, <=50K
7443,26, Private, Assoc-acdm,12, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, <=50K
7444,37, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,60, <=50K
7445,34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, <=50K
7446,33, Private, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, <=50K
7447,33, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, <=50K
7448,20, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,8, <=50K
7449,26, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, <=50K
7450,47, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, >50K
7451,17, Private, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, <=50K
7452,53, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1485,40, <=50K
7453,31, Private, Some-college,10, Divorced, Sales, Own-child, White, Female,0,0,35, <=50K
7454,34, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, <=50K
7455,23, Private, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, <=50K
7456,39, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, >50K
7457,22, ?, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,40, <=50K
7458,21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, <=50K
7459,40, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, <=50K
7460,54, Local-gov, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, >50K
7461,32, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2002,40, <=50K
7462,29, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,2635,0,40, <=50K
7463,68, ?, Some-college,10, Never-married, ?, Unmarried, Black, Female,0,0,40, <=50K
7464,27, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, >50K
7465,54, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, >50K
7466,23, Private, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,40, <=50K
7467,38, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, >50K
7468,54, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, <=50K
7469,21, Private, Some-college,10, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,1974,40, <=50K
7470,40, Private, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,42, <=50K
7471,19, Private, 10th,6, Never-married, Other-service, Not-in-family, White, Female,0,0,40, <=50K
7472,21, ?, HS-grad,9, Never-married, ?, Other-relative, White, Male,0,0,60, <=50K
7473,35, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, <=50K
7474,39, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,2174,0,45, <=50K
7475,38, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,1408,40, <=50K
7476,41, Private, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, >50K
7477,26, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
7478,35, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,45, <=50K
7479,70, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, <=50K
7480,45, Private, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, <=50K
7481,83, Private, HS-grad,9, Widowed, Protective-serv, Not-in-family, White, Male,0,0,55, <=50K
7482,59, Private, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, <=50K
7483,18, Private, 9th,5, Never-married, Other-service, Own-child, Black, Male,0,0,15, <=50K
7484,31, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, <=50K
